,mean_accuracy,AUC,sensitivity,specificity,precision,MPE,viscodes
new_output_data.csv,0.818976279650437,0.7489371952493239,0.579957356076759,0.9179170344218888,0.7452054794520548,-inf,"1, 2, 3, 4"
output_predicted_mptm_no_lag_2.csv,0.8108614232209738,0.7744972943057434,0.651595744680851,0.8973988439306358,0.7753164556962026,-inf,"1, 2, 3, 4"
output_predicted_mptm_no_lag.csv,0.818976279650437,0.7489371952493239,0.579957356076759,0.9179170344218888,0.7452054794520548,-inf,"1, 2, 3, 4"
output_predicted_spm_no_lag-2.csv,0.8108614232209738,0.7744972943057434,0.651595744680851,0.8973988439306358,0.7753164556962026,-inf,"1, 2, 3, 4"
output_predicted_spm_no_lag.csv,0.818976279650437,0.7489371952493239,0.579957356076759,0.9179170344218888,0.7452054794520548,-inf,"1, 2, 3, 4"
